"country","began","duration","area","magnitude","x","y"
"Taiwan",38241,4,10781,5,121.2,24.5
"Cuba",38238,14,363511,7,-83.2,34.6
"Spain",38237,2,38945,5,0,41.4
"USA",38235,10,308986,6,-81.4,27.6
"China",38233,7,72284,6,108.2,30.6
"Russia",38230,2,831,3,40.8,44.5
"USA",38229,3,10714,5,-77.6,37.4
"Japan",38229,2,42655,5,132.6,34.7
"Vietnam",38223,59,47462,6,105.8,10.3
"Philippines",38223,20,38782,6,120.8,15.5
"Nigeria",38220,3,20780,5,11.2,10.4
"Turkey",38215,2,16749,5,32,41.2
"Japan",38215,4,16536,5,133.5,33.8
"USA",38214,2,582,3,-116.8,36.4
"UK",38215,2,141,3,-4.7,50.7
"Canada",38212,3,1449,4,-68.2,47.3
"China",38211,4,16657,5,120.8,28.4
"Nigeria",38207,5,5488,4,12.7,10.1
"Nigeria",38207,3,518,3,6,5.5
"South Africa",38206,3,199,3,18.6,-34
"Thailand",38205,59,378045,8,103.1,15.4
"Saudi Arabia",38202,2,4071,4,42.5,17.4
"India",38200,39,638380,7,73.8,21
"China",38201,2,19411,5,107.6,41.2
"Philippines",38199,14,2439,5,124.6,7
"Japan",38200,2,13375,4,133.5,33.6
"USA",38197,2,275,3,-82.3,34.7
"Thailand",38195,7,17192,5,103.9,15.8
"USA",38196,4,21195,5,-97.1,32.7
"Slovakia",38195,15,16222,6,21.2,49
"China",38180,19,106553,6,124,43
"Romania",38196,6,17939,5,26.5,46.4
"Azerbaijan",38190,9,17244,5,46.7,40.8
"Vietnam",38186,11,12018,5,105.9,22.6
"Georgia",38183,6,2164,4,42.6,42.9
"New Zealand",38186,12,6966,5,176.9,-38.4
"China",38185,14,86024,6,110.8,27.9
"Afghanistan",38184,4,78939,5,69.3,36.5
"China",38184,15,52797,6,114.8,33.4
"South Korea",38183,11,102889,6,127.3,36.7
"Canada",38183,3,509,3,-78.3,44.3
"China",38182,14,156996,6,110.4,24
"Japan",38181,6,25358,5,139.2,37.6
"USA",38180,4,2442,4,-74.6,39.8
"Nepal",38173,38,65222,6,86.3,27.1
"China",38172,20,44797,6,98.9,26.1
"Chile",38168,2,4607,4,-72.7,-39.6
"Philippines",38167,15,84822,6,121.4,17.5
"China",38166,3,14994,5,104.8,28.9
"Philippines",38166,3,2080,4,124.6,7.4
"Guam",38165,2,647,3,144.7,13.4
"Russia",38164,6,18008,5,41,44.6
"Russia",38161,29,157042,7,134,67.4
"Nicaragua",38162,27,26962,6,-84.9,13.1
"Nigeria",38160,4,8716,5,9.7,12.4
"China",38158,6,92248,6,111.7,28.1
"India",38158,110,1162598,8,85.9,25.5
"Slovakia",38157,2,750,3,18.1,48.9
"Thailand",38142,18,62814,6,100.2,17.1
"Brazil",38155,2,153,2,-35.6,-7
"Nigeria",38155,2,337,3,3.5,6.5
"China",38152,3,47478,5,106.2,27.2
"Romania",38151,3,26644,5,27,46.7
"Russia",38150,12,136392,6,112.6,59.1
"Mexico",38150,4,420,3,-86.9,20.4
"USA",38148,12,28979,6,-88.7,43.5
"Georgia",38147,4,45910,6,42.4,42.3
"India",38147,3,8999,4,75.5,12.1
"Venezuela",38146,116,90256,7,-67.8,7.2
"USA",38143,6,114505,6,-97.3,31
"China",38143,2,9845,4,106.9,26
"Macedonia",38142,4,14374,5,21.3,42
"USA",38141,131,608,5,-121.4,38
"Brazil",38139,2,150,2,-35.8,-9.7
"China",38138,2,2442,4,86.3,47.9
"USA",38134,6,59888,6,-83.8,37.9
"China",38134,2,114,2,109.5,30.3
"Dominican Republic",38130,10,8905,5,-71.9,18.5
"USA",38129,5,117313,6,-90,42
"Thailand",38127,4,531,3,98.6,17
"China",38120,5,10940,5,117.4,29.2
"USA",38120,3,7787,4,-96.5,30.8
"Costa Rica",38117,2,7986,4,-83.4,10
"Indonesia",38114,5,14229,5,116.8,-0.5
"Iran",38108,1,1123,3,45.9,34.4
"USA",38107,2,18401,5,-97,32.1
"Ethiopia",38102,1,4313,4,40.8,11.2
"USA",38101,9,177019,6,-93.3,35.7
"Tanzania",38095,2,1527,3,38.2,-6.7
"Vietnam",38093,2,3305,4,103.9,21.3
"Bangladesh",38091,20,29066,6,91.7,24.9
"Saudi Arabia",38091,3,2676,4,42.7,17.1
"Russia",38091,33,264456,7,86.6,52
"Djibouti",38089,5,375,3,43.1,11.5
"Bosnia-Herzegovina",38089,21,104997,6,17.8,44.9
"Peru",38087,2,272,3,-72.5,-13.1
"Kenya",38086,33,268299,7,35.3,0.1
"Yemen",38085,2,9904,4,44.5,14.1
"Fiji",38085,11,9448,5,177.9,-17.8
"Mexico",38081,3,18402,5,-100.3,28.5
"Russia",38076,37,839987,7,34.5,53.5
"USA",38074,15,30762,6,-98,48.2
"Australia",38073,8,53346,6,120.1,-21.4
"Bosnia-Herzegovina",38069,12,47165,6,18,45.3
"Papua New Guinea",38066,12,3315,5,145.5,-5.7
"Australia",38065,9,120148,6,143.3,-13.9
"Indonesia",38062,2,1436,3,107.5,-6.9
"Madagascar",38053,13,44233,6,49.4,-14.4
"USA",38050,5,108614,6,-96,37.2
"Malayasia",38054,6,14015,5,103.4,1.9
"Russia",38052,6,10517,5,39.8,44.8
"Canada",38052,3,87,3,-73.8,45.3
"Brazil",38052,3,2879,4,-38.6,-3.9
"Turkey",38051,5,353751,6,44.6,40.2
"Papua New Guinea",38051,5,2011,4,144.5,-5.9
"Mozambique",38051,15,3374,5,34.6,-19.2
"Australia",38051,2,20579,5,153.2,-28.2
"USA",38051,3,70497,5,-83.8,37.8
"Russia",38048,4,1402,4,45.1,51.9
"Australia",38047,9,111021,6,117,-21.6
"Bolivia",38040,39,209387,7,-63.7,-12.9
"Australia",38037,17,42115,6,124.6,-17.9
"Australia",38035,22,338694,7,134.7,-17
"Brazil",38028,85,139113,7,-50.5,-11.9
"Indonesia",38039,4,1084,4,99.1,3.3
"Indonesia",38035,6,285,3,106.8,-6.2
"Indonesia",38034,9,3686,5,108.1,-6.4
"Australia",38030,5,32951,5,120.1,-21.1
"New Zealand",38030,13,14842,6,175.5,-40.2
"Philippines",38028,15,20373,5,125.7,8.2
"Turkey",38010,22,23470,6,28,38.2
"Iraq",38002,41,150237,7,46.2,30.8
"Madagascar",37994,44,176541,7,44.6,-17.5
"Namibia",38018,123,615606,8,21.4,-14.6
"Indonesia",38020,3,26683,5,112.6,-7.6
"UK",38020,5,386,3,-3.8,53.1
"Tanzania",38019,3,535,3,39,-10.1
"Kazakhstan",38016,33,64572,6,63.8,45.2
"Angola",38013,35,75083,6,15.2,-16
"Australia",38015,8,17758,5,147.4,-41.4
"Mozambique",38011,13,1309,4,32.9,-25.4
"Malaysia",38010,11,32623,6,103.7,1.6
"Namibia",38000,4,540,4,17.1,-22.6
"Yemen",37998,10,10631,5,45.3,14.4
"Afghanistan",38001,3,1927,4,62.2,34.3
"Brazil",37996,59,2018522,8,-44.7,-22.5
"Australia",38000,43,1231896,8,141.1,-19.2
"Boliva",37996,2,3573,4,-64.9,-14.9
"Iran",37996,10,87836,6,51.4,29.5
"Peru",37994,3,73132,5,-76.2,-8.3
"Guyana",37991,3,16828,5,-58.4,6.7
"USA",37990,13,167998,6,-85.4,38.7
"USA",37980,2,257,3,-117.2,34.2
"Turkey",37979,3,1306,4,30.8,37
"Bolivia",37977,5,8232,5,-65.1,-16.7
"Tanzania",37975,2,238,3,37.7,-4.1
"Philippines",37974,20,12917,5,125.8,8.9
"Malaysia",37972,25,21651,6,118,5.4
"Costa Rica",37967,3,767,3,-83.3,10.1
"Tunisia",37967,2,9919,4,9.2,36.8
"Indonesia",37965,45,82420,7,102.9,-1
"Thailand",37965,6,27234,5,99.7,8.7
"Malaysia",37955,19,22660,6,103.2,4.8
"Dominican Republic",37961,3,7224,4,-70.3,18.4
"Indonesia",37960,6,540,4,98.7,3.6
"Venezuela",37957,5,11856,5,-72.3,9.1
"Indonesia",37955,7,3602,4,101.5,0.3
"Australia",37957,2,107,2,145.1,-37.8
"France",37956,10,86272,6,4.9,44.8
"Columbia",37954,3,5584,4,-75.1,10.6
"Brazil",37954,2,3338,4,-43.4,-22.6
"Honduras",37953,27,5308,5,-86.9,15.7
"Canada",37949,9,1045,4,-76,46.2
"Vietnam",37949,3,3794,4,108.3,15.6
"Indonesia",37947,3,703,3,112.6,-8.1
"USA",37944,4,213998,6,-79.3,38.9
"Morocco",37942,5,21201,5,-2.9,35
"Spain",37926,79,13377,6,-6.2,37.1
"Sierra Leone",37936,3,8243,4,-11.9,7.5
"South Africa",37938,1,458,3,24.8,-27.5
"Vietnam",37937,6,38305,5,109,12.9
"USA",37937,2,255,3,-118.3,33.9
"Argentina",37936,3,297683,6,-61.7,-32.7
"Haiti",37935,17,21413,6,-71,19.5
"Saudi Arabia",37935,2,507,3,39.8,21.4
"Papua New Guinea",37931,5,952,4,147.4,-6.6
"Indonesia",37927,2,595,3,98.1,3.4
"Taiwan",37927,2,17157,5,121.8,17.6
"Hungary",37926,2,95,2,20,48.1
"Rwanda",37924,2,3858,4,30.3,-1.4
"Columbia",37923,7,171071,6,-75.3,5.5
"Brazil",37921,5,73221,6,-53.3,-29.9
"Russia",37919,3,51607,5,40.7,43.8
"Thailand",37911,19,11463,6,99.8,12.6
"Canada and USA",37911,10,70921,6,-122.9,49.5
"Vietnam",37909,8,10632,5,108.8,14.8
"Algeria",37909,4,51770,5,0.1,35
"USA",37906,13,62961,6,-99.2,27.6
"Mexico",37899,8,14779,5,-93.6,17.9
"Malaysia",37897,23,21798,6,100.1,6.6
"New Zealand",37897,2,923,3,174.8,-41.2
"Sri Lanka",37895,2,5590,4,80.4,6.3
"Nigeria",37886,19,137750,6,11.9,8.9
"Italy",37887,2,1854,4,10.4,43.9
"France",37886,2,731,3,4.2,43.7
"Indonesia",37886,3,643,3,98.7,3.6
"Afghanistan",37883,4,1785,4,71,35
"Mexico",37886,10,113991,6,-110.1,23.6
"Philippines",37885,2,117,2,122.9,9.4
"Nepal",37884,4,48760,6,81.9,29.2
"China",37884,3,2293,4,118.6,25.7
"USA",37882,7,171199,6,-78.4,37.3
"Turkey",37882,1,6689,4,41.9,39
"Tunisia",37880,3,376,3,10.2,36.9
"USA",37879,2,2826,4,-75.4,39.8
"South Korea",37876,4,21408,5,128,35.2
"Thailand",37876,31,314896,7,101.6,17.4
"Vietnam",37874,5,31351,5,105.7,19.4
"Nigeria",37869,54,134916,7,7.5,10.5
"Ethiopia",37869,1,10530,4,37.9,10.5
"Pakistan",37869,2,3519,4,72.1,35.2
"USA",37865,9,32128,6,-86.6,39.7
"USA",37863,2,1169,4,-96.3,38.5
"Italy",37862,2,1115,3,13.2,46.1
"Haiti",37862,2,160,3,-72.6,19.1
"India",37860,55,117884,7,85.9,20.6
"China",37859,5,6155,4,103,30
"Russia",37860,3,11776,5,44.4,44.7
"Romania",37860,1,368,3,28.8,44.9
"Kenya",37859,18,2471,5,34.2,0.2
"USA",37859,1,5003,4,-115.9,34.3
"China",37857,81,471061,8,108,35.7
"Kenya",37857,1,2923,3,35.7,1
"Australia",37857,4,3539,4,147.5,-41.7
"Australia",37857,2,85,2,147,-43.1
"China",37858,2,27219,5,110.3,21.2
"Mexico",37857,4,5833,4,-110.8,24.4
"South Korea",37854,5,7789,5,127,37.9
"USA",37855,1,10537,4,-84.7,38.1
"Ethiopia",37852,22,34209,6,-115.5,35.5
"Somalia",37851,3,5504,4,44,9.4
"China",37834,25,323815,7,94.3,32.3
"South Africa",37851,4,1028149,7,-3.1,14.2
"Philippines",37844,8,318,3,18.6,-34
"Nigeria",37841,17,586303,7,-12.9,15.9
"Senegal",37842,89,78728,7,0.8,26.4
"Algeria",37842,3,19629,5,10,12.6
"Japan",37841,4,14326,5,143.4,42.8
"Nigeria",37838,69,138853,7,4.7,12.4
"South Korea",37839,3,15059,5,127.6,37.9
"Estonia",37838,2,3163,4,27.4,59.2
"Vietnam",37837,5,14423,5,106.4,10.5
"Sudan",37836,23,118350,6,34,13.9
"Canada",37837,2,1992,4,-71.9,46.1
"Thailand",37838,3,6499,4,102.3,12.6
"Vietnam",37835,4,3901,4,107.9,13
"Chad",37836,92,486565,8,20.2,11
"Russia",37831,3,8222,4,94,51.2
"China",37832,3,9891,4,111.1,39
"Afghanistan",37831,2,2577,4,70.6,35.8
"India",37831,5,12777,5,74,22
"Sudan and Eritrea",37830,25,95753,7,36.5,15.4
"Vietnam",37827,8,12068,5,103,21.9
"China",37829,76,215591,7,124.7,47.9
"USA",37829,5,13112,5,-150,63.9
"Nigeria",37829,1,2627,3,9.1,6.9
"Nigeria",37824,3,1524,4,11.2,10.2
"Panama",37814,2,547,3,-79.7,8.9
"China",37825,3,50628,5,110.1,21.2
"Nigeria",37825,3,8172,4,8.9,6.3
"Venezuela",37823,5,9369,5,-63.3,10.4
"Kyrgyzstan",37823,5,131879,6,77.1,43.7
"Mongolia",37823,21,281931,7,103.3,49.3
"USA",37823,8,12173,5,-80.9,41.1
"Ethiopia",37821,14,53538,6,41.1,10.9
"Philippines",37821,5,70175,6,121.3,16.5
"Japan",37821,3,8078,4,130.7,32.5
"Venezuela",37820,2,696,3,-66.9,10.5
"Mexico",37819,2,1219,3,-96.8,18.1
"Afghanistan",37817,4,33248,5,69.5,33.5
"Pakistan",37817,49,868201,8,72.2,28.7
"China",37814,4,103778,6,92.9,43.2
"Afghanistan",37811,3,1444,4,68.1,34.9
"Burma",37804,62,235096,7,95.5,20.6
"Nepal",37805,49,137087,7,84.1,28.6
"Mexico",37805,2,1021,3,-99.2,18.9
"USA",37807,17,150550,7,-86,39.8
"Afghanistan",37807,2,1496,3,69.2,34.2
"Afghanistan",37804,4,4100,4,69.4,36.9
"Uganda",37803,3,963,3,34.1,0.9
"China",37803,38,126534,7,115.7,32.5
"Uruguay",37800,5,6903,5,-56,-34.4
"New Zealand",37800,3,1766,4,173,-41.4
"Iran",37798,1,1089,3,50.8,36.7
"Afghanistan",37797,2,2785,4,70.9,38.2
"Philippines",37797,2,1183,3,124.4,7
"Guatemala",37797,6,152,3,-90.5,14.6
"USA",37795,4,41057,5,-97.1,40.7
"China",37795,36,1540349,8,118.4,28.8
"India",37792,7,37685,5,73.4,21.4
"USA",37794,7,18774,5,-81.9,27.3
"India",37793,4,767,3,74.9,12.9
"Bangladesh",37791,15,4231,5,91.9,21.9
"Afghanistan",37788,6,2648,4,70.6,37.9
"East Timor",37788,5,12935,5,125.7,-9
"Philippines",37787,4,22835,5,125,11.8
"USA",37785,7,60615,6,-82.4,38.4
"Columbia",37786,3,1701,4,-75.6,6.2
"Columbia",37786,3,3351,4,-75.6,1.6
"Nigeria",37769,2,785,3,8.4,11.8
"Mexico",37784,4,68,2,-98.2,19.1
"Bangladesh",37783,122,702362,8,90.9,26.2
"Nigeria",37779,2,5710,4,9.8,12.4
"Tajikistan",37778,5,1701,4,67.8,39.5
"China",37773,14,9132,5,110.7,30.9
"Azerbaijan",37777,10,2428,4,47.2,41.3
"Mexico",37777,2,1203,3,-97.1,18.8
"China",37777,3,44617,5,82.5,43.8
"Russia",37773,4,5085,4,90.8,53.3
"Venezuela",37773,3,6239,4,-71.5,8.3
"Moldova",37770,3,3901,4,28.6,47.4
"Russia",37768,25,62480,6,128.1,62.9
"USA",37766,6,17832,5,-78.5,37.2
"Afghanistan",37767,12,10285,5,68.9,36.4
"Philippines",37767,5,17427,5,120.7,15.6
"Iran",37763,2,2075,4,47.7,38.5
"American Samoa",37759,2,174,3,-170.7,-14.3
"Sri Lanka",37758,10,13488,5,80.8,6.6
"China",37756,7,317906,6,114.9,26.6
"Madagascar",37749,5,6124,4,48.8,-19.2
"USA",37755,4,857,4,-87.7,46.6
"Australia",37754,6,5265,4,151.2,-33.7
"Iran",37750,2,360,3,54.1,36.9
"Somalia",37747,3,33795,5,42.4,1.5
"USA",37747,9,313673,7,-85.5,35.2
"Ethiopia",37745,17,52987,6,44.6,5.4
"USA",37746,2,4845,4,-83,38.3
"Indonesia",37744,4,13875,5,103.5,-1.5
"Russia",37742,16,345304,7,42.4,63.5
"Papua New Guinea",37725,21,24063,6,143.7,-4.4
"USA",37740,6,6719,5,-148.2,65
"Comoros Islands",37736,3,210,3,43.7,-12.3
"Australia",37723,5,8766,5,147,-41.7
"Argentina",37739,13,280040,7,-60.5,-31.6
"Afghanistan",37734,2,1449,3,68.9,34
"Russia",37734,21,876375,7,79.3,57.8
"Kenya",37732,45,466915,7,35.2,-0.1
"Afghanistan",37732,2,1501,3,69.2,36.7
"Afghanistan",37729,3,1769,4,69.3,35
"Afghanistan",37729,4,14988,5,65.1,33.1
"Russia",37726,34,393162,7,35.7,52.6
"Russia",37727,43,315231,7,64.7,55.5
"Haiti",37727,7,1139,4,-65.8,18.3
"Azerbaijan",37727,50,30866,6,47.2,40.9
"Oman",37725,6,23062,5,58.6,23.4
"Tajikistan",37724,13,5015,5,69.2,38
"USA",37718,4,83503,6,-88.7,32.3
"Malawi",37716,4,2426,4,33.8,-11
"Afghanistan",37718,2,2791,4,61.7,35.1
"Georgia",37718,11,241749,7,47.1,40.2
"Russia",37712,44,1434589,8,42.9,49.2
"Canada",37711,4,13530,5,-64,45.1
"Indonesia",37711,2,344,3,121.7,-8.8
"Iran",37707,1,914,3,57.6,37.1
"Iran",37706,2,3090,4,51.6,31.5
"Mozambique",37706,3,702,3,34.9,-19.8
"Belarus",37702,45,285012,7,25.2,52.6
"New Zealand",37707,3,1368,4,173.3,-34.9
"Russia",37705,18,30394,6,133.1,44.4
"Indonesia",37700,6,1097,4,119.8,-3.1
"Philippines",37700,2,371,3,125.6,6.3
"South Africa",37703,4,656,3,20.1,-33.8
"Ukraine",37702,14,220029,6,33.3,48.2
"Columbia",37698,5,3279,4,-75.5,5.2
"Columbia",37698,2,966,3,-72.5,7.9
"Afghanistan",37697,12,12950,5,67.4,36.7
"USA",37699,13,269997,7,-81.8,35.2
"USA",37697,5,30707,5,-104.7,47.7
"Zambia",37691,5,22883,5,27.7,-16.1
"Australia",37687,11,338862,7,133.1,-14.1
"Spain",37679,12,19396,5,-1,41.8
"Mozambique",37685,12,137206,6,32.7,-21.4
"USA",37678,10,32682,6,-88,37.4
"Australia",37682,10,68628,6,124.2,-18
"Turkey",37656,37,37809,6,28.3,38.1
"Turkey",37638,46,26937,6,26.7,41.6
"Brazil",37632,102,139113,7,-50.5,-11.9
"Greece",37648,12,35398,6,22.2,39.6
"Zimbabwe",37677,4,13942,5,31.2,-16.3
"Australia",37674,31,1260590,8,138.4,-29.2
"Spain",37657,9,106248,6,-1.2,43.3
"USA",37674,2,82478,5,-80.7,37.7
"USA",37674,24,785575,7,-90.1,31.5
"Australia",37673,4,57424,5,149.7,-32.6
"Australia",37673,4,9031,5,127.9,-18.2
"Lebanon",37673,4,6338,4,35.8,33.5
"Pakistan",37667,10,26797,5,73.8,34.4
"Angola",37658,15,115312,6,18,-10.4
"Zambia",37636,168,607286,8,21.7,-12.2
"Pakistan",37668,7,433470,6,68.1,27.5
"USA",37667,4,42500,5,-82.3,37.7
"Indonesia",37668,2,401,3,107.6,-7
"Canada",37667,7,1015,4,-56,49
"Indonesia",37665,2,545,3,106.8,-6.2
"USA",37664,2,29456,5,-119,34.3
"Australia",37663,4,40587,5,146.7,-22.3
"Zambia",37657,3,2674,4,28.6,-14.3
"Australia",37657,8,46117,6,150.4,-23.8
"Malaysia",37656,4,6109,4,110.4,1.3
"Mozambique",37656,14,88564,6,39.8,-12.9
"Indonesia",37656,3,1559,4,102.6,-3.5
"Indonesia",37651,11,4155,5,107.6,-7
"Russia",37653,3,18391,5,39.7,47.2
"Israel",37650,2,276,3,35.2,33.1
"Peru",37649,14,65371,6,-69.3,-15.9
"Peru",37649,14,36369,6,-72.1,-13.2
"Australia",37647,10,294622,6,118.2,-22.5
"Indonesia",37646,13,27341,6,102.5,-0.1
"Australia",37646,11,1862,4,145.9,-17.3
"Italy",37646,3,28756,5,15.9,41.3
"Tunisia",37646,2,3622,4,9.4,36.1
"Peru",37644,19,78942,6,-70.4,-13.4
"Australia",37643,44,166299,7,139.4,-17.9
"UK",37643,2,292,3,-2.5,57
"Israel",37642,2,334,3,34.8,32.1
"Malaysia",37641,22,2994,5,102.9,2.5
"Madagascar",37639,14,189697,6,46.8,-21
"Bolivia",37642,2,213,3,-68.1,-16.5
"Brazil",37635,11,6742,5,-43.8,-19.8
"Argentina",37634,19,60476,6,-61,-29.5
"Tunisia",37635,3,27682,5,9.4,36.5
"Afghanistan",37635,7,1673,4,67.2,37.3
"Indonesia",37635,24,9363,6,113,-2.4
"Fiji",37635,3,1873,4,179.5,-16.5
"Malaysia",37633,4,14318,5,111.9,2.3
"Brazil",37632,25,115920,6,-43.1,-22.5
"New Zealand",37629,4,4202,4,175.6,-37.2
"Macedonia",37629,3,879,3,21.6,42.1
"USA",37625,5,1682,4,-147.2,64.7
"Bolivia",37624,6,19476,5,-64.9,-16.5
"Malawi",37622,48,410709,7,38.9,-14.8
"Kenya",37625,3,396,3,34.9,-0.1
"Germany",37622,8,259753,6,5.6,49.2
"UK",37622,6,48600,5,-0.5,51.3
"USA",37622,6,457678,6,-92.6,31.8
"Vanuatu",37611,5,146,3,169.4,-19.6
"USA",37618,4,20635,5,-124,40.2
"Malaysia",37617,3,899,3,101.9,2.6
"Indonesia",37616,6,14761,5,104.2,-4.7
"Angola",37613,3,2796,4,13.3,-9
"South Africa",37611,4,788,3,19.9,-33.4
"Kenya",37611,3,751,3,36,0.5
"Lebanon",37610,3,4109,4,35.6,33.7
"Indonesia",37605,6,21909,5,100.5,1
"Sri Lanka",37606,5,14148,5,81,8.5
"USA",37604,11,44627,6,-122.5,38.9
"France",37603,2,1293,3,4.1,43.7
"Indonesia",37601,5,648,4,112.4,-7.4
"Brazil",37599,3,82,3,-44.3,-23
"Greece",37596,5,1030,4,22.4,40.2
" Italy",37582,12,29902,6,8.6,45.8
"Malaysia",37579,8,1236,4,102.7,2.4
"Morocco",37584,6,40846,6,-7.1,33.1
"USA",37583,3,1722,4,-151.5,59.9
"Indonesia",37579,15,17007,6,97.4,3.1
"Costa Rica",37583,21,2203,5,-83.1,9.8
"Somalia",37568,14,65263,6,42.4,1.4
"Uganda",37576,10,15003,5,34,0.9
"USA",37579,3,590,3,-147,64.5
"New Zealand",37579,3,601,3,172.9,-43.7
"Congo",37570,1,145254,5,18.5,3
"Kenya",37577,4,925,4,36.9,-1.2
"France",37576,5,4835,4,4.8,45
"Canada",37574,4,4327,4,-63.8,44.8
"UK",37574,12,11753,5,-6.1,53
"Peru",37569,4,6120,4,-74.7,-11
"Trinidad",37565,16,885,4,-61.3,10.6
"Vietnam",37563,5,8719,5,109,12.5
" India",37560,5,22713,5,79.1,10.9
"Columbia",37558,3,6903,4,-74.2,7.9
"China",37557,6,7741,5,113.4,24.3
"Kenya",37558,7,77910,6,40.1,-1.4
"Vietnam",37555,4,7902,4,108.9,14.2
"USA",37552,22,106239,6,-96,29.7
"USA",37553,5,13913,5,-150.9,60.3
"UK",37551,4,7597,5,-2.8,55.6
"Uruguay",37541,31,187543,7,-58,-31.6
"Indonesia",37547,3,135,3,100.6,-1.3
"Romania",37542,4,5421,5,26.2,47.6
"Argentina",37541,22,283688,7,-60.1,-31.1
"India",37539,7,9745,5,75.5,11.9
"Macedonia",37539,7,8021,5,22.2,41.6
"USA",37539,6,16618,5,-99.3,26.7
"USA",37539,3,11708,5,-89.9,34.6
"Algeria",37538,4,23942,5,6.5,35.8
"USA",37528,9,20039,5,-84,22.4
"USA",37525,4,31074,5,-90,29.9
"Bulgaria",37524,4,4486,4,26.6,42.2
"Thailand",37516,77,139684,7,101,15
"Albania",37520,18,11922,5,19.8,41.4
"Vietnam",37519,11,19985,6,105.2,18.6
"Nicaragua",37517,9,48802,6,-88.1,20.7
"USA",37520,4,5644,4,-84.9,31
"USA",37505,14,97965,6,-96,29.7
"Kenya",37515,4,63446,5,38.9,-3.1
"Mexico",37516,5,35143,5,-99.4,25.5
"New Zealand",37518,3,5097,4,168.6,-45
"France",37507,5,10479,5,4.4,44
"Yemen",37490,16,19471,5,50.1,15.2
"Italy",37503,3,90,2,10.4,42.8
"India",37502,4,78979,5,73.2,21.5
"Greece",37502,3,288,3,23.8,38.1
"Guatemala",37497,8,11482,5,-91.1,14.3
"Russia",37496,10,1349,4,133.9,45.9
"South Korea",37499,4,12000,5,128.6,35.4
"Sierra Leone",37497,4,9153,5,-11.7,8.1
"Vietnam",37487,6,12948,5,108.1,12.6
"Chile",37492,6,62183,6,-72.1,-35.9
"Burma",37485,19,125461,7,95.8,22.4
"Pakistan",37490,7,4903,5,72,34.5
"Thailand",37486,101,371596,8,103.5,16.8
"Algeria",37485,12,25336,5,7.2,35.9
"Thailand",37485,35,51699,6,98.4,17.2
"China",37483,5,17448,5,75.4,39.7
"Vietnam",37482,9,50977,6,104.7,22.6
"China",37482,7,17267,5,99.4,25.6
"South Africa",37484,3,3000,4,27.7,-32.9
"Mexico",37483,3,1009,3,-100.9,21.8
"China",37481,5,28019,5,119.4,28.9
"Philippines",37481,5,11679,5,123,10.2
"Iran",37478,5,9715,5,55.6,37.5
"China",37476,6,523,3,104.1,30.7
"India",37479,3,6762,4,78.5,30.6
"UK",37478,3,61,2,-0.3,54.2
"Russia",37476,5,10858,5,38.7,44.3
"Germany",37475,22,252251,7,13,48.6
"China",37474,23,94511,6,112.8,26.8
"Tajikstan",37475,2,410,3,72,37.3
"Romania",37474,2,16409,5,23.7,47
"South Korea",37473,7,29669,5,125.7,38.9
"China",37473,8,2120,4,116.3,24.5
"China",37472,2,5175,4,104.6,35.6
"Pakistan",37471,5,1352,4,71.2,30
"China",37471,4,6075,4,122.6,41
"Russia",37469,6,1349,4,133.9,45.9
"Vietnam",37468,7,27819,5,103.7,22.1
"Germany",37468,9,22267,5,13.2,51
"Romania",37467,5,3418,4,28.4,44.4
"UK",37467,3,1326,4,-1.4,53.9
"Bulgaria",37465,4,8401,5,25.4,41.9
"South Africa",37465,7,275,3,18.6,-34
"Afghanistan",37465,3,3345,4,65.9,36.3
"USA",37373,35,17605,6,-156.2,62.2
"USA",37462,3,2047,4,-80.7,37.2
"China",37458,9,127556,6,89,46.3
"Yemen",37461,3,5161,4,44,15.2
"Nigeria",37461,3,1657,4,3.3,6.6
" Iran",37460,4,994,4,48.1,37.6
"Alaska",37460,2,1149,3,-135.3,59.6
"Turkey",37460,5,15134,5,35.1,40
"Nepal",37458,26,15066,6,85.3,27.7
"Philippines",37457,9,12841,5,121.1,14.7
"Russia",37457,7,23877,5,132.4,43.9
"Venezuela",37457,12,224944,6,-69.3,7.6
"Romania",37456,5,5421,4,26.2,47.6
"Slovakia",37456,5,2189,4,21.3,49.1
"Iran",37457,2,1664,4,57.9,37.4
"South Africa",37456,3,5573,4,27.7,-31.2
"Vietnam",37452,141,46641,7,105.3,10.5
"Nepal",37451,3,1053,3,86.9,27.3
"Mongolia",37451,3,32885,5,101.3,48.2
"Czech Republic",37451,4,1326,4,16.6,49.5
"Guatemala",37450,3,3708,4,-89.7,15.4
"Spain",37450,3,354,3,2.7,39.6
"New Zealand",37449,4,6949,4,174.8,-37
"Russia",37449,5,49723,5,98.4,56.1
"Japan",37446,3,1418,4,136.7,35.3
"Greece",37445,2,288,3,23.8,38.1
"Philippines",37443,14,20604,5,120.6,15.3
"Nepal",37444,3,1921,4,83.4,27.6
"USA",37443,3,713,3,-101.7,41.1
"Yemen",37443,3,3902,4,43.7,15.2
"Columbia",37442,4,1419,4,-70.8,7.1
"South Korea",37442,3,9635,4,128.4,35
"China",37441,4,4728,4,109.8,37
"India",37428,69,276609,7,89.3,25.8
"China",37436,8,179045,6,110.7,25
"Texas",37437,24,134175,7,-98.4,29.5
"China",37437,14,598179,7,115.3,29.7
"Georgia",37436,4,13581,5,45.6,41.8
