"country","began","duration","area","magnitude","x","y"
"Algeria",34261,2,39705,5,1.8,35.8
"India",34253,11,40595,6,75.4,13.4
"South Africa ",34248,3,5895,4,31.9,-28.3
"Trinidad",34247,1,1178,3,-61.4,10.6
"Vietnam",34244,11,29438,6,106.6,17.4
"Philippines",34246,9,35873,6,120.6,15.6
"Australia",34245,13,4164,5,146.6,-36.7
"Iran",34244,2,7202,4,49.1,37.9
"Mexico",34240,2,13916,4,-98.4,22.2
"China",34239,2,280,3,114.2,22.5
"USA",34234,7,31767,6,-94.6,36.8
"France",34234,17,51314,6,7.4,45.1
"Nicaragua",34228,7,59970,6,-84,12.5
"Australia",34227,1,31808,5,146.4,-38.1
"India",34221,9,65928,6,79,28
"Japan",34214,3,882,3,130.5,31.5
"China",34208,1,6845,4,100.3,36.1
"China",34202,12,77050,6,101.7,24.5
"Japan",34208,2,2421,4,139.7,35.7
"Mexico",34202,3,22339,5,-95.2,18
"USA",34202,2,579,3,-99.8,41.6
"South Korea ",34201,4,11570,5,128.1,35.1
"Philippines",34200,4,7161,4,120.4,15.2
"Sudan ",34199,6,30815,5,31.8,12.4
"Peru ",34211,1,134856,5,-73.6,-4.9
"China",34185,20,112506,6,115.9,36.5
"Venezuela",34188,6,75802,6,-66,9.7
"Belarus",34175,19,85364,6,27.5,52.4
"Japan",34178,11,20755,5,131.1,32.2
"Russia",34181,13,122315,7,108.9,51.4
"China",34177,6,9597,5,103.7,29.8
"China ",34176,21,56896,6,121.6,43.9
"Ethiopia ",34155,11,180415,6,39.3,5.1
"China ",34153,29,118962,7,110.7,28.9
"France ",34156,1,2738,3,4.6,45.7
"India",34158,37,531507,8,89.8,25.2
"Mexico",34155,3,147721,6,-99.7,17.9
"Philippines",34146,3,19661,5,120.5,15.6
"USA",34144,61,444971,8,-92.5,40.4
"Russia ",34135,16,3547,5,83.7,53.2
"USA",34141,3,168819,6,-88.9,19.8
"China",34135,24,432773,7,117.9,28
"Russia ",34133,5,23269,5,60,60.3
"UK ",34131,3,4409,4,-6.3,53.6
"China ",34114,37,444779,7,115.4,24.6
"India",34124,19,259046,7,92.1,24.9
"Taiwan ",34122,5,7756,5,120.8,24.3
"Haiti",34120,3,73170,5,-76.5,20.9
"Sri Lanka ",34117,11,13958,5,80.3,6.8
"Somalia ",34118,18,90684,6,44.7,2.6
"Kazakhstan",34115,10,213194,6,51.3,47.9
"Jamaica ",34108,14,3212,5,-77.3,18
"Argentina ",34100,5,247102,6,-60.2,-36.3
"Tajikistan",34096,2,20198,5,69.2,38
"China ",34090,7,72612,6,113.5,23.5
"Chile ",34092,1,1262,3,-71.6,-33.4
"Columbia ",34085,6,3592,4,-75.2,5.3
"Ecuador ",34074,1,2471,3,-78.9,-2.9
"Iran",34076,1,5315,4,59.5,31.5
"USA",34035,6,25231,5,-97.7,41.7
"USA",34023,12,7407,5,-113.8,32.9
"Tanzania",34008,5,42112,5,37.9,-5.1
"Yemen  ",34005,6,61492,6,45.8,13.9
"Indonesia",34001,5,19197,5,111.3,-6.8
"Philippines",34001,5,23141,5,125.7,8.8
"Iran ",34003,20,625232,7,55.9,29.4
"USA",33989,2,42375,5,-90.7,29.9
"UK",33984,4,2045,4,-3.7,56.3
"Mexico",33975,15,24074,6,-116.9,33
"Colombia",33974,1,26876,4,-76.4,7.6
"Iran",33972,4,103107,6,56.2,27.2
"Fiji",33970,3,9804,4,178,-17.8
"Zimbabwe",33963,3,140745,6,30.2,-20.8
"Iran",33961,3,626123,6,54.8,29.8
"Philippines",33960,6,15084,5,125.9,7.8
"UK",33955,3,29674,5,80.9,8.4
"UK",33938,4,25631,5,-3,51.5
"USA",33937,1,83,2,-85.2,29.7
"Thailand",33937,1,25181,4,100.9,6.8
"Albania",33925,3,5619,5,19.6,42
"Montenegro",33918,6,1277,4,19.7,42.9
"Italy",33908,1,3332,4,11.1,43.7
"Philippines",33905,3,56290,5,107.8,15.4
"Vietnam",33905,4,69559,5,108.7,14.9
"England",33897,2,12300,4,-0.1,51.7
"Australia",33887,2,6763,4,139.4,-34.7
"Montenegro",33883,13,14385,5,19.4,42.7
"Vietnam",33882,5,51510,5,106.4,17.5
"France",33875,11,135575,6,11.3,42.8
"Italy",33875,1,4077,4,8.9,44.5
"Iran",33875,2,24061,5,49.6,37.3
"El Salvador",33875,5,94599,6,-98.3,19
"France",33874,1,23384,4,2.9,43.2
"France",33869,1,22746,5,5.8,44.5
"Nigeria",33869,2,42369,5,13,10.3
"UK",33868,6,111334,6,-1.6,52.6
"Ethiopia",33867,5,87638,6,35.8,7.1
"Mexico",33864,2,182383,6,-90.1,19.4
"India",33859,70,552562,8,78.8,13
"USA",33857,3,2902,4,-159.5,22.1
"Pakistan",33855,11,873375,7,79.1,28.4
"Russia",33852,12,72752,6,134.3,44.3
"Afghanistan",33850,1,47999,5,69.9,35.1
"Indonesia",33849,44,98560,7,111.7,-7.6
"Nicaragua",33848,1,12150,4,-86.6,12.1
"Australia",33846,1,12878,4,139,-34.9
"China",33845,5,166183,6,119.8,27.8
"Guam",33844,1,516,3,144.8,13.4
"USA",33842,2,68137,5,-81.3,26.3
"Sudan",33839,9,741568,7,34.1,17.5
"Mexico",33839,1,85945,5,-111.6,25.5
"China",33832,7,33607,5,115.9,23.6
"Philippines",33830,47,70410,7,121.1,17
"Pakistan",33826,6,7351,5,67.3,25
"Burma",33826,11,33972,6,96.2,18.1
"England",33825,1,23848,5,-0.8,52.7
"Burkina Faso",33817,46,266253,7,-1.6,12.4
"India",33817,34,518125,7,80.7,24.9
"China",33817,20,432937,7,105.1,35.8
"Vietnam",33813,4,6224,4,105.2,22.1
"India",33811,13,44021,6,86,20.5
"China",33807,2,74669,5,111.7,22.3
"Phillipines",33806,9,5257,5,121,15.7
"England",33805,1,15063,4,-0.3,51
"Pakistan",33800,27,137573,7,69,26.2
"India",33795,11,28222,5,94.5,26.9
"Iran",33794,2,19184,5,50.3,36.9
"Nepal",33789,9,16330,5,86.8,27.2
"China",33787,20,65829,6,112.6,28.5
"China",33787,4,12868,5,110.3,25.3
"Russia",33787,8,83464,6,39.2,45.2
"USA",33785,7,33289,5,-91.9,39.3
"China",33784,16,392988,7,119.2,27.4
"Bangladesh",33780,1,21635,4,92.2,22.1
"Vietnam",33775,5,10794,5,106.6,20.7
"Russia",33775,2,35738,5,132.8,48.6
"India",33770,39,752429,7,76,16.5
"Mozambique",33770,1,38009,5,33.1,-24.1
"China",33768,3,1233,4,114.1,22.4
"China",33767,51,491147,7,105.5,28
"Russia",33763,1,9487,4,131.8,43.7
"USA",33760,2,4609,4,-72.7,41.6
"Sri Lanka",33760,4,11671,5,80.4,6.6
"Uzbekistan",33756,11,16364,5,59.8,42.9
"Canada",33741,2,88075,5,-78.1,52.6
"Kyrgyzstan",33740,2,83096,5,74.5,40.6
"Afghanistan",33737,14,48119,6,62.2,30.7
"Papua New Guinea",33727,4,71645,6,142.8,-3.8
"Uzbekistan",33722,1,38446,5,63.8,40.2
"Canada",33718,3,1537,4,-116,60.5
"Tajikistan",33709,56,123589,7,71.6,38.7
"Italy",33697,3,7027,4,10.6,45.4
"China",33695,38,1371,5,114.1,22.4
"UK",33695,3,14729,5,-2.4,55.4
"Argentina",33695,93,1347810,8,-55.9,-28.4
"Ecuador",33687,46,109522,7,-79.5,-1.8
"Iran",33691,73,1151219,8,52.9,33.4
"China",33678,49,542310,7,105.4,28.8
"China",33678,40,545359,8,113.9,25.1
"Canada",33677,1,387,3,-61.8,47.4
"Australia",33677,1,53884,5,152,-25.2
"USA",33675,3,1311,4,-72.5,44.3
"Bolivia",33673,2,204591,6,-64.8,-13.5
"USA",33667,3,6381,4,-95.3,29.8
"Peru",33666,23,40568,6,-79.6,-4.7
"Solomon Islands",33664,2,5774,4,160.2,-9.6
"Canada",33661,3,7997,4,-117.5,56.5
"Turkey",33654,7,81543,6,36.1,37
"Argentina",33645,4,192706,6,-64.5,-27.6
"USA",33644,3,4604,4,-118.1,34
"Cuba",33640,5,90431,6,-77.9,21.6
"Israel",33635,15,26220,6,35.9,32.4
"Brazil",33635,12,1073672,7,-44.2,-15.6
"Algeria",33624,9,12836,5,2.8,36.4
"Mexico",33620,2,478329,6,-103.4,25.5
"Britain",33612,1,18380,4,-0.1,52.4
"Puerto Rico",33608,4,7913,5,-66.5,18.2
"Argentina",33608,3,397323,6,-61.7,-31.4
"Yemen",33607,3,3771,4,53.9,12.5
"Brazil",33607,2,8222,4,-43.3,-22.6
"Scotland",33605,2,5883,4,-3.7,57.3
"Israel",33603,4,23368,5,34.5,31.3
"Malaysia",33596,7,67099,6,112.9,3
"Lebanon",33595,6,10184,5,35.9,33.8
"USA",33590,14,7421,5,-96,29.5
"Indonesia",33588,7,92248,6,101.9,0.6
"USA",33586,3,1320,4,-159.6,22.1
"Sri Lanka",33584,4,1890,4,81.6,7.6
"French Polynesia",33583,2,113,2,-149.9,-17.5
"Iran",33579,5,336722,6,49.6,32.9
"Egypt",33577,2,3165,4,30,30.7
"USA",33574,2,210360,6,-82.9,40.1
"Indonesia",33572,3,54664,5,96.9,4
"Brazil",33558,2,94625,5,-51.1,-27.6
"India",33555,6,599565,7,79.5,14
"Philippines",33547,4,20705,5,125.4,11.2
"Philippine",33539,2,54779,5,121.4,17.2
"Italy",33524,3,52844,5,14,37.4
"Japan",33523,2,29059,5,140.2,35.3
"USA",33519,6,10405,5,-80.4,26.3
"Turkey",33517,2,3489,4,29.3,41
"Iran",33516,2,49664,5,51.7,30.8
"Bangladesh",33509,2,2443,4,89.5,24.7
"Japan",33508,4,141715,6,142.7,43.4
"Britain",33507,2,35831,5,0.3,51.9
"Japan",33500,4,52827,5,138.4,35.1
"Vietnam",33500,7,20794,5,105.6,10.2
"India",33495,2,91961,5,87.8,24.3
"USA",33495,3,70881,5,-99.9,28.8
"Bangladesh",33492,7,63025,6,90.2,25.2
"Japan",33491,5,152032,6,132.7,34.2
"Philippines",33488,2,400,3,120.1,15
"Thailand",33486,4,12170,5,99.9,19.7
"USA",33486,4,24978,5,-111.9,41.1
"India",33482,14,170874,6,85.7,24.7
"Mexico",33477,10,656951,7,-107.4,26.6
"Cambodia",33472,9,55859,6,105.3,11.5
"Japan",33470,5,29698,5,129.2,36.2
"Myanmar",33468,2,30248,5,97.7,17.4
"Thailand",33468,4,48316,5,103.4,17.3
"Vietnam",33467,5,42119,5,105.5,18.8
"India",33465,15,547679,7,81,28.4
"India",33464,5,151947,6,84.4,20.2
"Costa Rica",33463,10,18429,5,-83.1,9.6
"Sudan",33462,2,104588,5,33.8,13.3
"USA",33462,3,14207,5,-97.5,32.5
"Iran",33461,3,32783,5,54.2,37.2
"USA",33460,3,2578,4,-75.5,40
"China",33459,4,554218,6,103.8,30.1
"Bangladesh",33459,12,7441,5,90.2,24.7
"China",33458,2,4350,4,121.4,31.1
"Soviet Union",33458,6,773084,7,133.7,54.6
"Myanmar",33457,3,55417,6,95.6,17
"Nigeria",33454,2,22908,5,8.5,11.7
"Poland",33452,5,65818,6,19.5,48.5
"Austria",33452,5,61649,6,13.4,48.3
"Bangladesh",33452,6,13829,5,92,22
"Soviet Union",33452,8,8786,5,39.5,44
"Czechoslovakia",33451,3,60517,5,15.9,49.8
"India",33448,3,47249,5,79.2,20.9
"Romania",33448,2,40940,5,26.7,47
"Vietnam",33447,4,30956,5,103.6,21.7
"Ethiopia",33444,2,54883,5,41.2,14.2
"Thailand",33444,3,2395,4,99.9,6.8
"China",33442,12,508813,7,126.9,44.9
"Philippines",33442,6,12142,5,120.6,15.1
"South Korea",33441,5,21908,5,127.6,37.2
"China",33438,2,94812,5,120.1,36.3
"Soviet Union",33437,5,366866,6,114.9,53.8
"Laos",33434,8,63859,6,102.6,21
"Benin",33434,6,17907,5,2.2,7.5
"Bangladesh",33433,3,55047,5,90.1,24.2
"Ghana",33433,3,36968,5,-0.2,6.1
"India",33432,7,55551,6,93,26.6
"Soviet Union",33430,19,61651,6,107.8,51.7
"Bangladesh",33429,6,20389,5,89.6,23.9
"Myanmar",33429,14,128983,6,95,23.9
"Philippines",33429,4,5763,4,120.7,15.3
"Soviet Union",33428,2,3473,4,42.1,41.7
"Turkey",33426,4,8038,5,32.2,41.4
"Soviet Union",33424,4,14413,5,28.1,47.8
"Bangladesh",33423,3,4039,4,89.3,24.1
"China",33421,17,134661,6,111.7,28.2
"China",33420,9,32704,5,120.2,30.2
"China",33420,18,589050,7,106.3,29.1
"South Africa",33413,2,5702,4,18.8,-33.9
"Chile",33407,2,15853,5,-69.9,-23.5
"Bangladesh",33406,11,30043,6,91.4,22.9
"China",33401,3,19050,5,116.4,40.2
"Pakistan",33400,2,79582,5,72.1,34.1
"USA",33400,2,78319,5,-92.3,31.2
"India",33399,3,491362,6,73.7,15.7
"Indonesia",33398,3,88238,5,114.3,-1.7
"Colombia",33392,5,16501,5,-76.2,6.8
"Sri Lanka",33391,5,42642,5,80.7,7.3
"Algeria",33390,4,32285,5,7.9,35.2
"Afghanistan",33386,8,24274,5,66.2,36.2
"South Korea",33383,3,15994,5,127.4,36.6
"Jamaica",33379,3,7557,4,-77.3,18.1
"China",33376,29,1682865,8,110.3,28.7
"Turkey",33374,2,40175,5,39.3,38.5
"Bangladesh",33372,18,17480,5,91.5,24.6
"India",33365,5,26043,5,92.4,24.5
"USA",33361,5,22130,5,-147.4,64.8
"Soviet Union",33359,8,97555,6,44.1,41.9
"Bangladesh",33357,12,21359,5,92.2,22.2
"USA",33356,5,119197,6,-91.3,32.1
"Bangladesh",33336,2,1788,4,91.6,24.9
"USA",33333,5,32172,5,-97.7,27.4
"Indonesia",33329,2,35452,5,100.5,-0.9
"Iran",33327,3,31920,5,54.1,32
"Israel",33321,2,12331,4,35,30.6
"Jordan",33321,2,3678,4,36,31.9
"USA",33316,7,876,4,-158,21.5
"Brazil",33316,13,89513,6,-45.1,-23
"South Africa",33312,5,210524,6,25.4,-27.7
"Malawi",33308,4,3062,4,35.5,-15.9
"Iran",33304,26,624246,7,55.4,29.3
"Britain",33293,6,15086,5,-1.6,54.9
"Afghanistan",33266,21,225169,7,64.4,31.7
"Ecuador",33271,7,114115,6,-79.7,-1.3
"Iran",33265,10,448338,7,58.6,31.7
"Britain, Ireland",33243,2,123232,5,-7.8,53.6
"Indonesia",33219,23,25301,6,103.4,-1.6
"Australia",33232,23,96490,7,149.1,-23.7
"USA",33238,4,177859,6,-83.1,39.9
"Peru",33235,3,111346,6,-73.8,-13.5
"England",33232,4,47107,5,-2.1,53.7
"Sri Lanka",33230,5,9706,5,81.5,7
"USA",33203,5,21311,5,-86.7,40.9
"Philippines",33189,5,55710,5,125.4,11.2
"USA",33187,6,23288,5,-121.8,48
"Honduras",33186,13,41826,6,-84.5,15.3
"Japan",33182,2,118232,5,140.5,39.4
"Guyana",33180,6,1758,4,-57.4,6.1
"UK",33174,3,147969,6,-2,52
"Indonesia",33172,4,7031,4,120.5,0.6
"Bangladesh",33172,4,1043,4,90.7,22.6
"India",33170,5,13576,5,77.1,11.4
"France",33164,2,9564,4,6.2,43.5
"India",33163,2,93840,5,92.8,26.1
"Bangladesh",33160,4,5868,4,90.6,24.2
"Brazil",33160,2,6236,4,-49.2,-26.9
"Bangladesh",33156,4,41676,5,90,24.5
"Thailand",33154,19,162370,6,103.1,16.3
"Vietnam",33154,17,82533,6,107.5,16.3
"Scotland",33152,2,26545,5,-3.6,55.6
"USA",33150,3,76699,5,-81.5,29.5
"Bangladesh",33142,5,33263,5,89.9,24.1
"Vietnam",33138,5,20590,5,107.7,16.1
"Mexico",33138,4,41287,6,-106,28.6
"Japan",33133,4,169564,6,138.6,37.2
"Honduras",33133,2,2787,4,-87.1,13.3
"Nigeria",33132,6,36124,5,8.9,7.5
"South Korea",33127,4,10436,5,127.1,37.6
"Philippines",33123,4,96172,6,121.2,16.5
"USA",33123,3,45800,5,-81.3,39.5
"Ethiopia",33112,6,167069,6,35.2,7
"Nepal",33112,9,27686,5,83.6,27.6
"Bangladesh",33110,3,14538,5,90.5,22.6
"Philippines",33110,8,69902,6,121.2,16.3
"Japan",33107,2,57750,5,133.2,34.2
"India",33104,7,186162,6,71.3,22.4
"China",33104,21,457815,7,118.6,29.4
"USA",33103,7,502368,7,-90.7,41.6
"India",33098,2,284927,6,80.7,27.5
"Japan",33095,2,9575,4,139.9,36.8
"Mexico",33092,2,256019,6,-98.6,21.7
"USA",33092,5,20289,5,-71.8,44
"Nigeria",33087,2,5516,4,8.4,5.8
"Soviet Union",33085,3,40658,5,44.5,56.1
"China",33083,7,292875,6,115,24.3
"Brazil",33083,3,1996,4,-35.1,-8
"USA",33082,8,31887,5,-91.8,42.4
"Tobago",33079,2,395,3,-60.7,11.2
"Nicaragua",33069,37,60686,6,-84.1,12.9
"Bangladesh",33068,55,23608,6,89.4,23.9
"Pakistan",33064,3,190865,6,72.3,31
"Soviet Union",33062,3,431628,6,114.9,53.8
"China",33058,16,438797,7,106.4,32.2
"Myanamar",33058,2,33893,5,95.3,24
"India",33057,22,1100663,7,78.9,26.7
"Nigeria",33057,2,3422,4,3.5,6.5
"Japan",33053,5,37533,5,130.8,32.5
"Bangledesh",33050,13,49249,6,92.1,22.4
"Vietnam",33044,19,13950,5,104.1,21.3
"China",33047,7,377867,6,117.9,25.7
"Philippines",33044,6,71151,6,121.2,16.6
"USA",33044,3,31630,5,-89.4,40.4
"China",33042,5,340845,6,101.9,24.8
"Turkey",33042,4,20697,5,39.4,40.5
"Philippines",33041,3,3615,4,123.1,8.3
"USA",33039,2,5168,4,-80.9,40.3
"India",33037,6,53045,6,92.8,26.8
"Vietnam",33036,9,17086,5,108.3,12.5
"China",33029,28,206490,7,111.8,27.4
"USA",33024,3,4890,4,-90.7,32.7
"Soviet Union",33023,1,70245,5,93,55.8
"Nicaragua",33021,2,111059,5,-85.3,13.1
"Tajikistan",33010,2,128180,5,73,38.3
"Pakistan",33009,3,21727,5,72.3,34.5
"India",33003,4,267344,6,80.7,16.3
"Soviet Union",32998,7,71505,6,58,53.7
"Guyana",32988,10,32174,6,-58.6,7.1
"USA",32989,37,277912,7,-95.1,32.7
"Bangladesh",32985,4,65939,5,90.3,25.1
"Brazil",32981,2,43456,5,-42.9,-22.1
"Australia",32981,11,971229,7,142.9,-27.7
"Indonesia",32967,2,2801,4,106.8,-6.6
"Tanzania",32966,29,777754,8,35.7,-6.5
"Bangladesh",32956,7,41633,5,91,23.5
"India",32953,2,90819,5,76.3,33.8
"USA",32948,9,162225,6,-84.9,31.1
"Bangladesh",32935,3,3191,4,92.1,21.3
"UK",32930,3,118150,6,-1.2,52.3
"Peru",32924,4,132815,6,-72.9,-13.5
"Turkey",32922,3,175659,6,39.3,38.9
"France",32919,3,9562,4,6.5,45.6
"West Germany",32918,3,35635,5,9,48.6
"Iran",32915,6,28583,5,60.9,25.9
"UK",32899,16,46968,6,-3.2,52.8
"Indonesia",32899,7,23642,5,110.5,-7.1
"USA",32899,5,7562,5,-91.1,30.6
"Tunisia",32893,13,127703,6,9.5,33.2
"Guam",32887,2,578,3,144.8,13.4
"Paraguay",32887,60,36791,6,-56.7,-26.7
"USA",32882,3,86747,6,-123.1,45
"Sri Lanka",32876,12,55380,6,80.8,7.6
"USA",32857,32,15159,6,-152.6,61.3
"Brazil",32852,22,2339268,8,-41.4,-7.8
"Tanzania",32859,9,69915,6,37.8,-11.3
"Taiwan",32858,3,1557,4,121.5,25
"Sri Lanka",32831,18,15519,5,80.5,6.7
"North Korea",32819,5,3324,4,125.9,39
"Somalia",32818,9,29030,5,44.3,1.5
"Thailand",32815,8,44228,6,99,9.9
"Philippines",32815,6,11864,5,125.7,7.4
"Russia",32799,8,102165,6,133.2,49.9
"Philippines",32761,3,36938,5,120.7,16.7
"China",32783,4,18207,5,110,19.1
"USA",32796,2,6299,4,-94.5,29.6
"Philippines",32787,5,5324,4,121.9,18
"Philippines",32774,3,1322,4,121.1,14.6
"Antigua",32769,4,6053,4,-62.9,17.6
"Pakistan",32768,3,129477,6,69,26.2
"Oman",32765,3,72162,5,56.2,19.2
"Brazil",32761,4,193154,6,-51.4,-24.6
"Taiwan",32763,6,17494,5,120.7,23.1
"Nepal",32759,5,6396,5,81.3,29.6
"Nepal",32752,25,15796,6,87.4,27.1
"Mexico",32760,16,249826,7,-93.8,17.9
"Malawi",32759,11,35414,6,34.7,-15.2
"India",32754,8,204979,6,80.9,26.4
"Japan",32753,4,10377,5,130.7,32.7
"Ghana",32745,5,15897,5,-0.8,9.5
"Japan",32745,4,31704,5,139.8,35.7
"Iran",32742,4,96595,6,58.8,27.9
"Iran",32737,3,56832,5,45.6,37.5
"Djibouti",32729,17,11890,5,42.7,11.7
"Iran",32727,4,15985,5,61.1,31
"Philippines",32729,6,20683,5,125.2,11.8
"Indonesia",32729,5,98706,6,101.9,0.7
"Burundi",32727,3,1332,4,29.4,-3.5
"Bermuda",32726,2,53,2,-64.7,32.3
"Pakistan",32718,10,331514,7,71.1,28.9
"USA",32724,4,54974,5,-87.1,37.2
"USSR",32716,12,22856,6,134.3,45.7
"Bangladesh",32721,7,9525,5,91.6,24.6
"Namibia",32720,4,117989,6,17.4,-26.9
"Vietnam",32714,7,10734,5,105.3,20
"Indonesia",32720,3,3532,4,107,-6.2
"Fiji",32718,5,5952,4,178.1,-18
"South Korea",32717,4,1068,4,129,35.2
"China",32709,10,215083,6,119.6,27.3
"Sri Lanka",32716,5,8033,5,81.3,7.7
"Taiwan",32715,5,15552,5,120.5,23.9
"China",32716,56,70237,7,107.3,30.3
"Nepal",32711,6,91479,6,85.1,27.8
"India",32694,37,112816,7,92.8,24.9
"South Korea",32714,5,5882,4,127.2,37.5
"Bangladesh",32695,18,4688,5,91.7,24.5
"China",32707,9,192272,6,126.5,43.6
"India",32711,10,905209,7,76.5,15.2
"China",32710,11,12533,5,133,45.9
"China",32709,6,85600,6,120.8,31.1
"China",32708,9,7717,5,116.9,32.4
"China",32705,12,8441,5,101.9,36.4
"Philippines",32705,5,46659,5,121.4,17.3
"China",32699,8,207057,6,106.8,39.1
"Sri Lanka",32700,6,4308,4,80.4,6.9
"China",32696,14,19170,5,108.4,23.3
"China",32700,13,321490,7,104.3,30.8
"China",32689,21,178425,7,111.7,27.5
"China",32695,5,1006,4,114.2,22.3
"Brazil",32716,5,179799,6,-53.5,-22
"China",32692,5,4579,4,119.4,29.1
"Bangladesh",32692,3,33666,5,90.9,23.6
"Venezuela",32690,10,1586,4,-66.5,10.5
"China",32680,10,8668,5,107,24.8
"Peru",32684,5,21796,5,-80.5,-5.6
"Brazil",32694,12,27546,6,-36.7,-9.7
"Chile",32678,3,10675,5,-70.7,-33.4
"Brazil",32675,3,7980,4,-43.5,-22.6
"China",32674,16,122520,6,96,34.6
"Brazil",32660,26,2734940,8,-38.2,-7.2
"Sri Lanka",32658,13,2735,5,80.4,7.1
"Phillipines",32660,8,3946,4,126.1,8.9
"China",32649,16,90099,6,113.7,22.9
"USA",32661,4,320835,6,-93.4,37.2
"Vietnam",32651,9,18573,6,108.1,15.7
"USA",32652,3,8897,4,-73.1,44.3
"USA",32643,6,185648,6,-95.4,31.6
"Georgia",32616,13,3020,5,42.1,41.7
"Djibouti",32605,6,17356,5,42.6,11.6
"USA",32607,11,154569,7,-120.7,43.8
"Brazil",32606,8,403770,7,-35.6,-6.5
"Australia",32602,5,51942,5,147,-20.2
"USA",32596,4,100391,6,-91.3,32.6
"USA",32593,17,10934,5,-95,38.4
"Yemen",32586,44,58565,6,50,16
"USA",32585,10,2594,4,-82,39.9
"Malawi",32576,7,9169,5,35,-16.3
"Indonesia",32560,7,18962,5,109.6,-7.3
"Peru",32555,7,2957,4,-76.8,-11.5
"USA",32552,6,2609,4,-111.9,33
"USA",32550,3,31247,5,-79.7,38
"Namibia",32547,5,124184,6,17.6,-27.3
"Mexico",32544,4,375,3,-100,25
"Zambia",32540,10,4549,5,28.3,-15.5
"USA",32540,2,25065,5,-80.6,26
"Yugoslavia",32534,8,40947,6,17.8,43.8
"Phillipines",32533,15,35395,6,125.4,11.2
"Spain",32533,8,6648,5,-0.4,39.5
"Portugal",32530,20,3134,5,-8.6,39.2
"Indonesia",32525,11,841,4,-4,51
"Scotland",32522,4,1309,4,-4.5,57.3
"New Caledonia",32510,7,18853,5,165.5,-21.2
"Venezuela",32509,8,521,4,-66.7,10.6
"South Africa",32509,2,2094,4,30.3,-28.5
"Indonesia",32494,3,7438,4,110,-6.9
"Gabon ",32475,6,70725,6,10.6,-0.9
"Uganda",32470,15,14344,5,30.3,0.2
"Thailand",32467,12,96668,6,99.8,8.3
"Indonesia ",32465,2,22307,5,98,3.4
"Spain ",32459,2,2651,4,-0.6,39.7
"Philippines",32451,5,10610,5,123.3,13.7
"Indonesia ",32452,3,786,3,121.6,-8.8
"China ",32444,3,5372,4,110.4,19.6
"Nigeria ",32443,2,2833,4,6.3,5
"Philippines",32438,5,5344,4,125.8,8.6
"Columbia ",32434,8,62663,6,-83.9,12.5
"Vietnam",32426,11,39063,6,106.5,17.7
"Guatemala ",32432,2,369,3,-90.5,16
"Ghana ",32417,11,102162,6,-1.2,9.6
"Nigeria",32407,15,8884,5,7.1,6.4
"France ",32419,1,717,3,4.4,43.8
"India ",32419,2,605,3,72.9,19.1
"Taiwan ",32407,13,7300,5,121.5,24
"India",32407,18,268529,7,75,30.9
"China",32406,7,100699,6,118.3,25.7
"Thailand ",32404,18,243172,7,101.5,16.1
"Nepal ",32406,2,27591,5,82.5,28.8
"Nigeria",32400,13,71964,6,2.4,9.5
"Mexico",32396,9,105084,6,-88.6,20.9
"USA",32392,4,6517,5,-82.4,27.8
"China ",32391,10,47835,6,112.4,29.2
"USSR",32392,1,47419,5,110.3,52.3
"Mexico",32388,5,12601,5,-97.6,20.7
"Mexico",32387,5,25820,5,-93.5,15.7
"Niger ",32388,2,88396,6,2.3,13.5
"Senegal ",32388,1,1308,3,-17,14.7
"Columbia ",32382,8,158846,6,-75.1,7.5
"Iran ",32380,1,1150,3,52.3,35.5
"China ",32386,7,50318,6,110.8,23.5
"El Savador",32380,5,17910,5,-88.9,13.6
"Chad",32375,18,562932,7,20.8,12.2
"Niger ",32373,8,744049,7,7.9,15.6
"Pakistan ",32373,8,33008,5,68,25.7
"China ",32378,2,16810,5,118,37.4
"Mexico ",32377,2,2219,4,-104.5,21.6
"Burkina Faso",32376,13,135871,6,-4.2,11.5
"Nigeria ",32377,1,1234,3,7.1,4.5
"Uganda ",32366,15,55984,6,32.9,2.7
"India",32378,24,626872,7,86.5,26.5
"Bangladesh ",32375,45,138855,7,90.3,23.8
"China ",32364,10,153101,6,114.5,34.3
"Nigeria ",32362,14,60618,6,9.1,11.9
"Venezuela",32371,8,145563,6,-63.6,8.8
"China ",32368,2,7256,4,110.2,36
"Nicaragua ",32364,8,12585,5,-83.9,14.4
"Mexico ",32368,3,10351,4,-96,18.4
"Taiwan ",32369,4,11241,5,120.4,23.4
"China ",32365,6,53818,6,124.9,50.4
"China",32362,2,12334,4,121,30.2
"Sudan",32360,37,354132,7,34.2,15.1
"China ",32361,1,36878,5,112.5,37.9
"USSR",32358,2,257907,6,91.8,59.7
"India ",32355,3,94872,5,80.7,18.4
"Venezuela ",32355,1,910,3,-68.4,11
"China ",32353,8,18767,5,120.8,29.1
"New Zealand ",32351,1,48972,5,175.5,-36.6
"China ",32347,1,33131,5,107.6,36.2
"China ",32345,30,9150,5,123.8,47.5
"Japan ",32344,2,4324,4,132.2,34.6
"Spain ",32343,2,1326,3,-2.1,43.1
"South Korea  ",32344,1,3410,4,128.6,37
"Pakistan ",32342,19,220521,7,72.1,31.9
"Brazil ",32341,2,38455,5,-35.9,-8.8
"India ",32338,14,76353,6,71.1,22
"Japan ",32339,1,3682,4,133.9,35.4
"USA ",32334,2,2445,4,-99.3,30
